Rooms,Type,Price,Method,Seller,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea
2,u,560000,SP,Buxton,30-07-2016,2.1,3205,2,2,1,0,
2,u,690000,VB,Cayzer,30-07-2016,2.1,3205,2,2,2,0,
1,u,430000,S,hockingstuart,03-09-2016,3.3,3141,2,1,1,0,
2,u,722000,SP,Jellis,03-09-2016,3.3,3141,2,1,1,0,86
2,u,930000,S,hockingstuart,03-09-2016,3.3,3141,2,2,2,0,
1,u,467500,SP,McGrath,03-09-2016,3.3,3141,1,1,1,0,
2,u,475000,PI,Buxton,03-09-2016,3.3,3141,2,1,0,0,
2,u,850000,PI,Kay,03-12-2016,3.3,3141,2,2,2,0,86
3,u,1230000,S,Kay,03-12-2016,3.3,3141,3,2,2,0,138
2,u,965000,S,hockingstuart,03-12-2016,3.3,3141,2,2,2,2143,
1,u,315000,PI,hockingstuart,03-12-2016,3.3,3141,1,1,0,14500,
3,h,1510000,S,Kay,03-12-2016,3.3,3141,3,5,0,241,
1,u,402000,S,LITTLE,03-12-2016,3.3,3141,1,1,1,0,
3,u,1880000,S,Abercromby's,03-12-2016,3.3,3141,3,2,2,0,
1,u,422000,S,hockingstuart,04-03-2017,3.3,3141,1,1,0,0,
2,u,535000,S,hockingstuart,04-03-2017,3.3,3141,2,1,1,0,64
2,u,990000,SA,Williams,04-03-2017,3.3,3141,2,2,2,0,38
2,u,695000,PI,Kay,04-03-2017,3.3,3141,2,1,0,0,79
2,u,978500,S,hockingstuart,04-03-2017,3.3,3141,2,2,2,17200,
2,u,863000,S,hockingstuart,04-03-2017,3.3,3141,2,2,1,742,
2,u,680000,S,Jellis,04-03-2017,3.3,3141,2,1,1,0,
2,u,840000,PI,Jellis,04-03-2017,3.3,3141,2,2,1,0,
1,u,450000,SP,RT,04-06-2016,3.3,3141,1,1,1,0,
3,u,750000,S,Marshall,04-06-2016,3.3,3141,3,2,2,0,
2,u,650000,PI,RT,04-06-2016,3.3,3141,2,1,1,0,
2,u,775000,SP,hockingstuart,04-06-2016,3.3,3141,2,1,1,0,103
2,u,572000,SP,hockingstuart,04-06-2016,3.3,3141,2,1,1,0,73
1,u,510000,S,Beller,04-06-2016,3.3,3141,1,1,1,0,
3,t,1460000,PI,hockingstuart,04-06-2016,3.3,3141,2,2,1,181,148
1,u,465000,S,Biggin,06-08-2016,3.3,3141,1,1,1,0,
2,u,801000,S,Biggin,06-08-2016,3.3,3141,2,2,1,0,
2,u,623500,SP,hockingstuart,07-05-2016,3.3,3141,2,1,1,0,75
1,u,409000,S,Castran,07-05-2016,3.3,3141,1,1,1,0,45
1,u,370000,SP,Marshall,07-05-2016,3.3,3141,1,1,1,0,
3,t,1250000,S,Kay,07-11-2016,3.3,3141,3,2,1,80,118
1,u,480000,S,hockingstuart,07-11-2016,3.3,3141,1,1,1,0,
2,h,2325000,S,RT,07-11-2016,3.3,3141,2,2,2,355,
2,u,659000,SP,Jellis,07-11-2016,3.3,3141,2,1,1,0,77
2,u,780000,PI,Williams,08-10-2016,3.3,3141,2,1,1,0,75
2,u,865000,S,Williams,08-10-2016,3.3,3141,2,2,1,0,
2,h,1455000,S,Jellis,08-10-2016,3.3,3141,2,1,0,225,94
2,t,1365000,S,Kay,08-10-2016,3.3,3141,3,2,1,1302,
1,u,411000,S,hockingstuart,08-10-2016,3.3,3141,1,1,1,1369,
1,u,360500,S,hockingstuart,08-10-2016,3.3,3141,1,1,1,0,44
2,u,1300000,PI,Williams,08-10-2016,3.3,3141,2,2,2,0,107
2,u,1300000,PI,Williams,08-10-2016,3.3,3141,2,2,1,0,107
3,u,1630000,PI,Jellis,10-09-2016,3.3,3141,3,1,1,0,
2,u,625000,S,Williams,10-12-2016,3.3,3141,2,1,1,1283,
2,h,2430000,S,Biggin,10-12-2016,3.3,3141,2,1,2,367,
1,u,490000,S,RT,10-12-2016,3.3,3141,1,1,1,0,
1,u,955000,PI,Williams,10-12-2016,3.3,3141,1,1,1,0,85
1,u,380000,S,hockingstuart,10-12-2016,3.3,3141,1,1,1,0,41
2,u,601000,S,Biggin,10-12-2016,3.3,3141,2,1,1,0,
1,u,450000,PI,hockingstuart,11-02-2017,3.3,3141,1,1,0,0,
2,h,1500000,S,Castran,12-06-2016,3.3,3141,2,1,2,141,
2,u,1030000,VB,Sotheby's,12-06-2016,3.3,3141,2,2,1,0,
1,u,555000,S,Williams,12-11-2016,3.3,3141,1,1,1,630,
4,h,5700000,S,Castran,12-11-2016,3.3,3141,4,2,0,292,272
3,h,2300000,PI,Williams,12-11-2016,3.3,3141,3,2,1,350,
1,u,515000,SP,hockingstuart,12-11-2016,3.3,3141,1,1,1,0,44
3,h,2695000,PI,Marshall,12-11-2016,3.3,3141,3,2,1,215,200
3,h,2870000,S,Marshall,12-11-2016,3.3,3141,3,2,2,350,
2,u,805000,S,Williams,12-11-2016,3.3,3141,2,1,1,0,
2,u,370000,PI,Hodges,12-11-2016,3.3,3141,2,1,1,0,
1,u,360000,VB,Owen,12-11-2016,3.3,3141,1,1,1,0,46
1,u,310000,PI,Buxton,12-11-2016,3.3,3141,1,1,1,0,40
2,h,1036500,S,hockingstuart,13-08-2016,3.3,3141,2,1,0,105,
2,u,627500,S,hockingstuart,13-08-2016,3.3,3141,2,1,1,0,85
3,u,1072000,S,Kay,13-08-2016,3.3,3141,3,0,0,0,
1,u,425000,PI,Biggin,13-08-2016,3.3,3141,1,1,1,0,56
1,u,330000,VB,Jellis,14-05-2016,3.3,3141,1,1,1,0,47
2,u,450000,VB,hockingstuart,14-05-2016,3.3,3141,2,1,1,0,
2,u,550000,S,hockingstuart,14-05-2016,3.3,3141,2,1,1,0,
1,u,400000,S,LITTLE,14-05-2016,3.3,3141,1,1,1,1424,
3,h,1700000,S,hockingstuart,15-10-2016,3.3,3141,3,2,2,141,
2,u,613000,S,Kay,15-10-2016,3.3,3141,2,1,1,0,
2,u,1240000,S,RT,15-10-2016,3.3,3141,2,2,2,0,
2,u,832000,S,Williams,15-10-2016,3.3,3141,2,1,1,0,
2,u,693000,S,Biggin,15-10-2016,3.3,3141,2,1,1,2122,64
2,u,551000,S,Williams,15-10-2016,3.3,3141,2,1,0,0,
3,u,740000,S,Biggin,15-10-2016,3.3,3141,3,1,1,0,
3,h,2285000,S,Kay,15-10-2016,3.3,3141,3,2,2,221,135
3,h,3000000,VB,Marshall,15-10-2016,3.3,3141,3,3,2,191,175
1,u,450000,S,Hodges,15-10-2016,3.3,3141,1,1,1,0,
2,u,515000,VB,Harrington,16-04-2016,3.3,3141,2,1,1,734,65
3,u,805000,S,Kay,17-09-2016,3.3,3141,3,2,3,6111,
2,u,630000,S,Thomson,17-09-2016,3.3,3141,2,1,1,0,
2,u,600000,S,Jellis,17-09-2016,3.3,3141,2,1,2,0,72
3,h,1780000,SP,Jellis,17-09-2016,3.3,3141,3,2,1,198,
1,h,2115000,S,Marshall,17-09-2016,3.3,3141,1,1,1,569,
1,u,523000,S,hockingstuart,17-09-2016,3.3,3141,1,1,0,0,
4,u,2050000,VB,RT,18-03-2017,3.3,3141,4,2,1,979,
4,h,2600000,PI,Williams,18-03-2017,3.3,3141,4,2,2,141,127
1,u,320000,VB,Jellis,18-03-2017,3.3,3141,1,1,0,0,47
3,h,2395000,S,hockingstuart,18-03-2017,3.3,3141,3,1,2,442,
2,u,920000,S,Wilson,18-03-2017,3.3,3141,2,2,0,0,
1,u,400000,S,hockingstuart,18-06-2016,3.3,3141,1,1,1,0,45
3,h,1810000,S,hockingstuart,18-06-2016,3.3,3141,3,1,1,211,18
1,u,612000,S,hockingstuart,18-06-2016,3.3,3141,1,1,1,607,
1,u,567500,S,hockingstuart,19-11-2016,3.3,3141,1,1,1,0,56
1,u,540000,S,hockingstuart,22-05-2016,3.3,3141,1,1,1,480,53
2,u,803000,S,hockingstuart,22-05-2016,3.3,3141,2,1,1,0,
3,t,2010000,VB,Kay,22-05-2016,3.3,3141,3,2,1,163,207
3,h,1945000,S,Jellis,22-05-2016,3.3,3141,3,2,1,194,148
3,h,906000,S,Jellis,22-05-2016,3.3,3141,3,1,0,154,88
1,u,367000,S,hockingstuart,22-05-2016,3.3,3141,1,1,0,0,42
2,h,1130000,S,hockingstuart,22-08-2016,3.3,3141,2,1,1,132,77
2,u,500000,VB,Abercromby's,22-08-2016,3.3,3141,2,1,1,0,73
1,u,310000,SP,hockingstuart,23-04-2016,3.3,3141,1,1,1,0,37
2,h,1100000,VB,Fletchers,24-09-2016,3.3,3141,2,1,0,176,81
1,u,410000,S,hockingstuart,24-09-2016,3.3,3141,1,1,0,0,48
3,h,1125000,PI,Thomson,24-09-2016,3.3,3141,2,1,0,146,89
2,u,840000,S,Beller,25-02-2017,3.3,3141,2,2,1,0,92
3,h,1400000,VB,Marshall,25-02-2017,3.3,3141,3,2,2,0,172
2,u,635000,S,Beller,25-02-2017,3.3,3141,2,1,1,855,
2,u,680500,S,Williams,25-02-2017,3.3,3141,2,1,1,0,70
3,h,1800000,VB,Jellis,25-02-2017,3.3,3141,3,2,3,510,
1,u,280000,PI,Marshall,25-02-2017,3.3,3141,1,1,0,0,35
2,u,613000,S,hockingstuart,26-07-2016,3.3,3141,2,1,1,0,
2,u,520000,SP,hockingstuart,26-07-2016,3.3,3141,2,1,1,0,62
2,u,827000,S,hockingstuart,26-07-2016,3.3,3141,2,2,2,17200,
1,u,510000,SP,hockingstuart,27-06-2016,3.3,3141,1,1,1,0,
2,h,1200000,PI,Jellis,27-06-2016,3.3,3141,2,1,0,176,84
2,u,480000,S,Ray,27-06-2016,3.3,3141,2,1,1,0,61
2,u,660000,S,hockingstuart,27-06-2016,3.3,3141,2,1,1,0,
2,u,470000,VB,Jellis,27-11-2016,3.3,3141,2,1,1,0,
2,u,621500,S,hockingstuart,27-11-2016,3.3,3141,2,1,1,0,
4,h,2667000,S,Kay,27-11-2016,3.3,3141,4,3,2,446,
3,h,2200000,PI,Jellis,27-11-2016,3.3,3141,3,2,0,358,238
3,h,1700000,S,Morrison,27-11-2016,3.3,3141,3,1,1,178,172
3,h,1056800,S,Jellis,28-05-2016,3.3,3141,3,2,1,90,
3,h,2400000,PI,Williams,28-05-2016,3.3,3141,3,2,1,350,
1,u,410000,S,Biggin,28-05-2016,3.3,3141,1,1,1,0,
1,u,260800,S,Williams,28-05-2016,3.3,3141,2,1,0,0,
2,h,1200000,S,LITTLE,28-05-2016,3.3,3141,2,1,1,163,86
3,h,1540000,S,Marshall,28-05-2016,3.3,3141,3,2,1,149,140
2,u,826000,S,Jellis,28-08-2016,3.3,3141,2,1,1,0,79
2,u,910000,S,Williams,28-08-2016,3.3,3141,2,0,0,0,
3,t,1715000,S,Williams,28-08-2016,3.3,3141,2,2,2,0,
3,h,1700000,SP,Biggin,28-08-2016,3.3,3141,2,2,1,181,148
2,u,505000,S,LITTLE,30-07-2016,3.3,3141,2,1,1,0,72
1,u,330000,PI,Dingle,30-07-2016,3.3,3141,2,1,1,0,
1,u,687000,S,Kay,30-07-2016,3.3,3141,2,1,2,0,
3,u,720000,S,VICPROP,03-09-2016,1.2,3006,3,1,1,0,106
1,u,385500,S,LITTLE,04-03-2017,1.2,3006,1,1,1,1826,
3,u,868000,SP,Greg,04-06-2016,1.2,3006,3,2,1,0,114
2,u,590000,S,Marshall,04-06-2016,1.2,3006,2,1,1,0,75
2,u,530000,VB,Greg,04-06-2016,1.2,3006,2,1,1,0,84
2,u,650000,VB,Marshall,06-08-2016,1.2,3006,2,2,1,0,110
4,u,990000,S,Ray,07-05-2016,1.2,3006,4,3,1,0,172
2,u,623000,S,Cayzer,07-05-2016,1.2,3006,2,1,1,0,
2,u,592500,S,Ray,07-05-2016,1.2,3006,2,2,1,0,100
2,u,600000,S,Greg,07-11-2016,1.2,3006,2,2,1,0,99
2,u,485000,PI,Dingle,10-09-2016,1.2,3006,2,1,1,2121,
1,u,455000,S,Greg,11-02-2017,1.2,3006,1,1,0,760,70
2,u,569000,S,MICM,11-03-2017,1.2,3006,2,2,1,3878,
3,h,1220000,S,Greg,12-11-2016,1.2,3006,3,1,1,0,
4,u,1250000,S,Kay,12-11-2016,1.2,3006,4,3,1,0,176
2,u,430000,PI,Dingle,12-11-2016,1.2,3006,2,2,0,2295,
1,u,480000,VB,Greg,14-05-2016,1.2,3006,1,1,1,3878,
1,u,425000,VB,Greg,16-04-2016,1.2,3006,1,1,1,0,57
2,h,815000,SP,Cayzer,16-07-2016,1.2,3006,2,1,0,0,
3,u,740000,VB,Greg,16-07-2016,1.2,3006,3,2,1,0,105
2,u,580000,VB,Whiting,18-03-2017,1.2,3006,2,1,1,0,
3,h,700000,VB,Cayzer,18-06-2016,1.2,3006,3,1,0,199,
2,u,660000,S,RT,19-11-2016,1.2,3006,2,1,1,0,77
2,u,622500,S,hockingstuart,22-05-2016,1.2,3006,2,2,1,2955,67
2,u,690000,S,Greg,23-04-2016,1.2,3006,2,3,1,0,
2,u,800000,PI,Marshall,24-09-2016,1.2,3006,2,2,2,0,73
2,u,540000,S,Dingle,24-09-2016,1.2,3006,2,2,1,0,93
1,u,370000,VB,Dingle,30-07-2016,1.2,3006,1,1,1,546,51
3,u,720000,VB,VICPROP,30-07-2016,1.2,3006,3,2,1,0,112
3,h,1040000,S,hockingstuart,03-09-2016,7.7,3015,3,1,3,690,
3,h,855000,S,RT,06-08-2016,7.7,3015,3,1,1,326,112
2,h,832500,S,Jas,07-05-2016,7.7,3015,2,1,2,562,116
2,h,850000,S,Jas,08-10-2016,7.7,3015,2,1,2,502,104
3,h,1080000,S,Jas,10-09-2016,7.7,3015,3,1,2,472,95
4,h,1170000,VB,Jas,10-12-2016,7.7,3015,4,2,2,489,
3,h,927000,S,Williams,12-06-2016,7.7,3015,3,1,0,274,131
4,h,850000,VB,RT,12-11-2016,7.7,3015,4,2,0,389,158
3,h,831000,S,Biggin,16-04-2016,7.7,3015,3,1,0,353,109
3,h,835000,S,Williams,17-09-2016,7.7,3015,2,1,3,459,
4,t,840000,S,Jas,17-09-2016,7.7,3015,3,3,2,278,277
4,h,1315000,S,hockingstuart,18-06-2016,7.7,3015,4,2,3,830,134
3,h,1035000,S,Jas,19-11-2016,7.7,3015,3,1,2,675,
4,h,1161000,S,Williams,25-02-2017,7.7,3015,4,2,5,742,236
3,h,775000,S,McGrath,25-02-2017,7.7,3015,3,1,1,435,
3,h,1016000,SP,Jas,26-07-2016,7.7,3015,3,1,1,320,134
3,h,690000,S,Biggin,27-06-2016,7.7,3015,4,1,2,532,518
3,h,1070000,S,Village,27-11-2016,7.7,3015,2,1,2,526,127
4,h,871500,PI,Jas,28-08-2016,7.7,3015,4,2,0,389,158
2,u,509000,S,hockingstuart,03-09-2016,6.1,3182,2,1,1,0,
1,u,380000,PI,McGrath,03-09-2016,6.1,3182,1,1,1,0,50
2,u,430000,S,Woodards,03-12-2016,6.1,3182,2,1,1,0,71
2,u,640000,S,hockingstuart,03-12-2016,6.1,3182,2,1,1,1055,
2,u,602000,S,Wilson,03-12-2016,6.1,3182,2,1,0,0,66
2,u,575000,SP,hockingstuart,03-12-2016,6.1,3182,2,1,1,0,75
2,u,495000,PI,Buxton,04-03-2017,6.1,3182,2,1,1,0,74
5,h,2000000,VB,Wilson,04-03-2017,6.1,3182,5,2,2,436,
2,u,500000,S,Wilson,04-03-2017,6.1,3182,2,1,1,5530,70
2,u,530000,PI,Buxton,04-03-2017,6.1,3182,2,1,1,6186,
3,h,1891000,S,Marshall,04-03-2017,6.1,3182,3,2,3,384,123
4,h,2000000,VB,Gary,04-03-2017,6.1,3182,4,2,3,420,160
4,h,2220000,S,hockingstuart,04-03-2017,6.1,3182,4,2,2,402,
3,u,1500000,VB,Castran,04-03-2017,6.1,3182,3,1,1,1669,176
4,h,2455000,S,Frank,04-03-2017,6.1,3182,4,1,1,300,
3,h,2000000,VB,Wilson,04-03-2017,6.1,3182,3,2,2,176,192
1,u,500000,SP,Biggin,04-03-2017,6.1,3182,1,1,1,2335,58
2,u,685000,S,Greg,04-03-2017,6.1,3182,2,2,2,0,102
1,u,380000,S,Whiting,04-06-2016,6.1,3182,1,1,1,2879,49
2,u,465000,S,Marshall,04-06-2016,6.1,3182,2,1,1,0,
3,u,616000,S,Pride,04-06-2016,6.1,3182,2,2,2,0,115
2,h,875000,S,Noel,06-08-2016,6.1,3182,2,1,0,94,
3,u,610000,S,hockingstuart,07-05-2016,6.1,3182,3,1,2,7170,
1,u,400000,VB,Gary,07-05-2016,6.1,3182,1,1,1,0,53
1,u,450000,SP,McGrath,07-05-2016,6.1,3182,1,1,1,0,
1,u,451000,S,McGrath,07-11-2016,6.1,3182,1,1,1,0,41
3,t,1400000,VB,McGrath,07-11-2016,6.1,3182,3,2,2,128,183
2,u,455000,S,Domain,07-11-2016,6.1,3182,2,1,1,0,
2,u,487500,S,Pride,08-10-2016,6.1,3182,2,1,2,1676,
1,u,459000,SP,Gary,08-10-2016,6.1,3182,1,1,1,0,59
1,u,395000,SP,Buxton,10-09-2016,6.1,3182,1,1,1,1286,
2,u,560000,S,Rodney,10-09-2016,6.1,3182,2,1,2,1676,
2,u,520000,PI,Marshall,10-09-2016,6.1,3182,2,1,1,1034,55
3,h,2720000,S,Marshall,10-09-2016,6.1,3182,3,2,0,367,
2,u,542500,PI,McGrath,10-09-2016,6.1,3182,2,1,1,0,
1,u,370500,S,hockingstuart,10-12-2016,6.1,3182,1,1,1,0,46
5,h,5046000,S,Abercromby's,10-12-2016,6.1,3182,5,3,3,1294,378
1,u,385000,PI,hockingstuart,10-12-2016,6.1,3182,1,1,1,0,53
3,h,1900000,S,Pride,10-12-2016,6.1,3182,3,2,2,289,122
1,u,475000,SP,Buxton,11-02-2017,6.1,3182,1,1,1,0,
2,u,390000,VB,Buxton,11-02-2017,6.1,3182,2,1,1,0,73
1,u,500000,VB,Buxton,11-02-2017,6.1,3182,1,1,1,0,57
2,u,571000,S,Whiting,12-06-2016,6.1,3182,2,1,1,7458,
2,u,690000,VB,hockingstuart,12-06-2016,6.1,3182,2,1,0,0,100
1,u,430000,SP,Buxton,12-11-2016,6.1,3182,1,1,1,1409,63
1,u,420000,SP,Wilson,12-11-2016,6.1,3182,1,1,0,954,
1,u,392000,S,hockingstuart,12-11-2016,6.1,3182,1,1,1,0,43
4,h,1900000,PI,Wilson,12-11-2016,6.1,3182,4,2,2,507,202
2,u,570000,S,Pride,12-11-2016,6.1,3182,2,1,1,628,
2,u,540000,SP,McGrath,13-08-2016,6.1,3182,2,1,1,0,70
2,u,475000,SP,McGrath,13-08-2016,6.1,3182,2,1,1,0,83
1,u,335000,SP,Wilson,13-08-2016,6.1,3182,1,1,0,0,
2,u,570000,PI,Buxton,14-05-2016,6.1,3182,2,2,1,0,70
2,u,561000,S,hockingstuart,14-05-2016,6.1,3182,2,1,1,0,
2,u,400000,PI,Biggin,14-05-2016,6.1,3182,2,1,1,0,65
2,h,1220000,S,Jellis,14-05-2016,6.1,3182,2,1,1,208,
3,h,920000,PI,Marshall,15-10-2016,6.1,3182,3,2,2,124,134
1,u,330000,SA,hockingstuart,15-10-2016,6.1,3182,1,1,1,653,
2,u,503500,S,Buxton,16-04-2016,6.1,3182,2,1,1,683,72
2,u,580000,PI,McGrath,16-04-2016,6.1,3182,2,1,0,0,95
1,u,360000,S,McGrath,16-07-2016,6.1,3182,1,1,1,0,
1,u,320000,VB,LITTLE,16-07-2016,6.1,3182,1,2,1,0,
3,t,1295000,S,Rodney,16-07-2016,6.1,3182,3,2,2,0,200
2,u,481000,S,Gary,16-07-2016,6.1,3182,2,1,1,0,61
3,h,1120000,PI,hockingstuart,18-03-2017,6.1,3182,3,2,2,1039,133
1,u,400000,VB,Whiting,18-03-2017,6.1,3182,1,1,1,0,52
2,u,582000,S,Gary,18-03-2017,6.1,3182,2,1,0,0,
1,u,1210000,PI,Buxton,18-03-2017,6.1,3182,1,1,1,0,49
1,u,366000,S,hockingstuart,18-03-2017,6.1,3182,1,1,0,0,
2,h,808000,S,Biggin,18-03-2017,6.1,3182,2,1,0,124,
2,h,1316000,S,Gary,18-03-2017,6.1,3182,2,1,0,215,
2,u,640000,S,Gary,18-03-2017,6.1,3182,2,1,1,0,
2,u,785000,PI,McGrath,18-06-2016,6.1,3182,2,2,2,0,98
1,u,450000,SP,Buxton,18-06-2016,6.1,3182,1,1,1,0,61
2,h,875000,S,hockingstuart,18-06-2016,6.1,3182,2,1,1,123,68
2,u,650000,PI,Charlton,18-06-2016,6.1,3182,2,1,0,822,70
2,u,431000,S,McGrath,18-06-2016,6.1,3182,2,1,1,0,71
2,u,385000,VB,Harrington,18-06-2016,6.1,3182,2,1,1,0,46
2,u,575000,S,Buxton,18-06-2016,6.1,3182,2,2,1,0,78
2,u,757500,S,Gary,19-11-2016,6.1,3182,2,1,1,0,
2,u,535000,PI,McGrath,19-11-2016,6.1,3182,2,1,1,0,
2,u,610000,PI,hockingstuart,19-11-2016,6.1,3182,2,1,1,0,
5,h,4400000,S,Marshall,19-11-2016,6.1,3182,5,4,4,657,312
2,u,610000,S,Whiting,22-05-2016,6.1,3182,2,1,1,1211,
1,u,420000,S,Cayzer,22-05-2016,6.1,3182,1,1,1,0,
2,h,1250000,S,Marshall,22-08-2016,6.1,3182,2,1,4,147,
1,u,360000,S,Gary,22-08-2016,6.1,3182,1,1,1,400,
2,u,450000,VB,hockingstuart,22-08-2016,6.1,3182,2,1,1,841,
2,u,535000,S,Greg,23-04-2016,6.1,3182,2,1,1,0,70
2,h,1200500,S,hockingstuart,24-09-2016,6.1,3182,2,1,0,201,83
2,u,565000,VB,Eview,24-09-2016,6.1,3182,2,2,1,0,76
1,u,452000,S,RT,25-02-2017,6.1,3182,1,1,1,0,
2,u,520000,PI,Whiting,25-02-2017,6.1,3182,2,1,1,1235,63
2,u,482300,S,Kay,25-02-2017,6.1,3182,2,1,0,0,
2,u,902000,S,Marshall,25-02-2017,6.1,3182,2,1,0,0,108
3,u,1600000,PI,Kay,25-02-2017,6.1,3182,3,2,2,0,3
2,h,1435000,SP,Marshall,25-02-2017,6.1,3182,2,1,1,225,
2,u,750000,SP,Whiting,26-07-2016,6.1,3182,2,2,1,0,105
2,h,1365000,S,Whiting,26-07-2016,6.1,3182,2,1,1,361,123
4,h,1950000,S,hockingstuart,26-07-2016,6.1,3182,4,2,2,436,211
2,u,470000,VB,Jas,26-07-2016,6.1,3182,2,1,1,0,
3,h,1678000,S,McGrath,27-06-2016,6.1,3182,3,2,2,361,171
2,u,400000,VB,McGrath,27-06-2016,6.1,3182,2,1,1,797,67
2,u,500000,SP,Whiting,27-11-2016,6.1,3182,2,2,2,0,104
4,h,4750000,PI,RT,27-11-2016,6.1,3182,4,3,5,648,
2,u,760000,S,Woodards,27-11-2016,6.1,3182,2,1,0,0,95
3,u,720000,SP,Wilson,27-11-2016,6.1,3182,3,1,1,0,
1,u,461000,SP,McGrath,27-11-2016,6.1,3182,1,1,1,0,
2,u,580000,PI,McGrath,27-11-2016,6.1,3182,2,1,1,1155,102
2,u,700000,S,Whiting,28-05-2016,6.1,3182,2,1,1,0,
2,u,430000,SP,Cayzer,28-05-2016,6.1,3182,2,1,1,0,63
3,h,1030000,S,Jellis,28-05-2016,6.1,3182,3,1,1,292,
2,u,1100000,S,Greg,28-05-2016,6.1,3182,2,1,2,1458,141
3,h,1225000,S,McGrath,28-08-2016,6.1,3182,3,1,1,248,
1,u,400000,S,Pride,28-08-2016,6.1,3182,1,1,1,0,
1,u,435000,SP,Buxton,28-08-2016,6.1,3182,1,1,1,0,69
2,u,648000,S,Noel,30-07-2016,6.1,3182,2,1,1,1208,
1,u,354000,S,McGrath,30-07-2016,6.1,3182,1,1,1,1659,46
2,u,550000,VB,Biggin,30-07-2016,6.1,3182,2,1,1,1357,
1,u,475000,S,Gary,30-07-2016,6.1,3182,1,1,1,0,
3,h,905000,S,Considine,03-09-2016,9.7,3041,3,2,2,662,
4,h,1052000,S,Considine,03-09-2016,9.7,3041,4,2,2,699,
4,h,1015000,S,Considine,06-08-2016,9.7,3041,3,2,1,794,
4,h,1265000,S,Brad,07-05-2016,9.7,3041,3,1,1,649,
3,h,1025000,S,Considine,07-05-2016,9.7,3041,3,2,1,654,180
3,h,1430000,S,Paul,07-05-2016,9.7,3041,3,1,1,694,158
3,h,1330000,S,Considine,10-09-2016,9.7,3041,3,2,1,606,159
3,h,1200000,S,Considine,10-09-2016,9.7,3041,3,2,2,1781,
2,h,1321000,S,Nelson,10-12-2016,9.7,3041,2,1,1,703,
4,h,1635000,S,Considine,11-02-2017,9.7,3041,4,2,3,0,297
3,h,1194000,S,Nelson,11-02-2017,9.7,3041,3,1,2,650,143
5,h,1440000,S,Barry,12-06-2016,9.7,3041,5,3,2,617,347
4,h,1300000,PI,Nelson,12-11-2016,9.7,3041,4,3,2,0,160
3,h,850000,VB,Considine,15-10-2016,9.7,3041,3,3,3,250,207
3,h,1150000,SP,Nelson,15-10-2016,9.7,3041,3,2,3,696,164
3,h,910000,S,Nelson,15-10-2016,9.7,3041,3,1,2,692,117
4,h,1430000,S,Nelson,16-04-2016,9.7,3041,4,2,1,607,224
5,h,915000,S,Brad,16-04-2016,9.7,3041,5,3,4,754,
3,h,622500,S,Barry,16-07-2016,9.7,3041,3,2,2,254,127
3,h,1500000,SP,McDonald,17-09-2016,9.7,3041,3,2,4,722,196
4,t,995000,SP,Nelson,18-03-2017,9.7,3041,4,3,1,260,
4,h,1280000,VB,Brad,18-03-2017,9.7,3041,4,2,2,689,25
5,h,1485000,S,Rendina,18-06-2016,9.7,3041,5,2,4,502,365
3,h,1080000,S,Considine,18-06-2016,9.7,3041,3,2,2,211,46
4,h,1715000,S,Paul,18-06-2016,9.7,3041,4,3,2,650,348
5,h,2650000,S,Brad,19-11-2016,9.7,3041,5,3,2,755,365
2,h,630000,S,Barry,22-05-2016,9.7,3041,3,2,1,378,106
3,h,1205000,SP,Nelson,23-04-2016,9.7,3041,3,1,2,650,
2,h,535000,S,Considine,23-04-2016,9.7,3041,2,1,1,151,
3,h,1075000,S,Nelson,24-09-2016,9.7,3041,3,2,1,752,
3,h,1000000,SP,Brad,25-02-2017,9.7,3041,3,1,2,697,
3,h,1400000,S,Nelson,26-07-2016,9.7,3041,4,1,2,656,
4,h,920000,VB,Pagan,27-06-2016,9.7,3041,4,1,1,390,
5,h,960000,VB,Nelson,27-06-2016,9.7,3041,5,3,2,387,
3,h,1160000,S,Barry,27-06-2016,9.7,3041,3,1,1,651,
4,h,1370000,S,Nelson,28-05-2016,9.7,3041,4,2,2,908,208
3,t,600000,PI,Nelson,28-08-2016,9.7,3041,4,3,2,717,
5,h,880000,VB,Nelson,30-07-2016,9.7,3041,5,3,2,387,
3,h,1285000,S,Nelson,30-07-2016,9.7,3041,3,2,2,616,
2,u,260000,PI,Douglas,03-09-2016,12.6,3020,2,1,1,79,
3,h,800000,PI,Barry,03-12-2016,12.6,3020,3,2,1,655,165
3,h,950000,S,GL,03-12-2016,12.6,3020,3,1,1,700,145
3,h,625000,S,Barry,03-12-2016,12.6,3020,3,1,1,203,
2,h,710000,S,Barry,03-12-2016,12.6,3020,2,1,0,457,
3,h,735000,S,Sweeney,04-03-2017,12.6,3020,3,1,2,539,
3,h,1001000,S,Jas,04-03-2017,12.6,3020,3,1,5,879,
3,h,780000,S,Sweeney,04-03-2017,12.6,3020,3,1,0,486,115
2,h,710000,S,S&L,04-03-2017,12.6,3020,2,1,2,619,
4,h,1350500,S,Bells,04-03-2017,12.6,3020,4,1,0,726,181
3,h,745000,SP,Biggin,04-03-2017,12.6,3020,3,1,2,518,122
2,h,490000,S,Sweeney,04-03-2017,12.6,3020,2,1,1,322,
4,h,700000,PI,Douglas,06-08-2016,12.6,3020,4,2,1,807,
